District ID,County Name,Operating Cost Per Student,District Number,School Year,Student Count,State Student Count,Operating Cost,State Operating Cost,State Operating Cost Per Student
2207,UMATILLA,7775.32,PENDLETON SCH DIST 16,07/01/2004,3379,549793,26272801.87,4198534676.94,7636.57
2190,POLK,7952.91,Dallas SD 2,07/01/2006,3306,558366,26292335.07,4768933786.70,8540.87
2041,JACKSON,8659.73,Ashland SD 5,07/01/2006,3037,558366,26299585.12,4768933786.70,8540.87
2087,LANE,9237.04,South Lane SD 45J3,07/01/2006,2862,558366,26436411.47,4768933786.70,8540.87
2043,JACKSON,6629.01,EAGLE POINT SCH DIST 9,07/01/1999,3988,543138,26436492.53,3556941887.40,6548.87
2053,JEFFERSON,8495.42,JEFFERSON CO SCH DIST 509J,07/01/2000,3131,544245,26599168.18,3796207419.43,6975.18
2108,MALHEUR,10685.60,Ontario SD 8C,07/01/2009,2495,556836,26660572.99,5162739221.05,9271.56
2207,UMATILLA,7766.90,PENDLETON SCH DIST 16,07/01/2005,3434,555146,26671520.28,4513950428.60,8131.11
1970,CROOK,8038.77,Crook County SD,07/01/2006,3322,558366,26704785.69,4768933786.70,8540.87
1926,CLACKAMAS,6438.28,OREGON TRAIL SCH DIST 046,07/01/1999,4158,543138,26770373.23,3556941887.40,6548.87
1926,CLACKAMAS,6412.68,OREGON TRAIL SCH DIST 046,07/01/2002,4190,552161,26869132.25,3889552066.13,7044.24
2244,WASHINGTON,6419.62,Sherwood SD 88J,07/01/2006,4188,558366,26885363.87,4768933786.70,8540.87
2108,MALHEUR,9849.50,Ontario SD 8C,07/01/2007,2730,561354,26889125.18,5144636555.37,9164.69
2053,JEFFERSON,8708.28,JEFFERSON CO SCH DIST 509J,07/01/2003,3099,549169,26986948.00,3970643658.44,7230.28
2043,JACKSON,6625.18,Eagle Point SD 9,07/01/2003,4077,549169,27010871.72,3970643658.44,7230.28
2087,LANE,9472.43,South Lane SD 45J3,07/01/2008,2853,559271,27024828.95,5248233458.10,9384.06
2138,MARION,7516.28,Silver Falls SD 4J,07/01/2005,3604,555146,27088674.62,4513950428.60,8131.11
2024,HOOD RIVER,7172.18,HOOD RIVER CO SCH DIST 1,07/01/1998,3788,540605,27168209.10,1012656851.75,1873.19
2191,POLK,9185.42,Central SD 13J,07/01/2008,2966,559271,27243950.57,5248233458.10,9384.06
2206,UMATILLA,6668.08,HERMISTON SCH DIST 8,07/01/1999,4086,543138,27245790.39,3556941887.40,6548.87
2108,MALHEUR,10458.38,Ontario SD 8C,07/01/2008,2610,559271,27296366.56,5248233458.10,9384.06
2042,JACKSON,5939.39,CENTRAL POINT SCH DIST 6,07/01/2000,4600,544245,27321197.89,3796207419.43,6975.18
2053,JEFFERSON,8552.72,JEFFERSON CO SCH DIST 509J,07/01/2002,3195,552161,27325936.99,3889552066.13,7044.24
1948,COLUMBIA,7386.19,St Helens SD 502,07/01/2006,3705,558366,27365822.03,4768933786.70,8540.87
2087,LANE,9725.66,South Lane SD 45J3,07/01/2009,2815,556836,27377739.34,5162739221.05,9271.56
2101,LINN,6111.14,LEBANON COMMUNITY SCH DIST 9,07/01/2000,4487,544245,27420695.39,3796207419.43,6975.18
1965,COOS,6822.76,COOS BAY SCH DIST 9,07/01/1999,4029,543138,27488899.84,3556941887.40,6548.87
1965,COOS,7468.42,COOS BAY SCH DIST 9,07/01/2004,3681,549793,27491255.58,4198534676.94,7636.57
1926,CLACKAMAS,6610.59,OREGON TRAIL SCH DIST 046,07/01/2001,4164,549757,27526512.99,3966871635.47,7215.68
2041,JACKSON,9528.54,Ashland SD 5,07/01/2008,2890,559271,27537493.18,5248233458.10,9384.06
1926,CLACKAMAS,6580.05,OREGON TRAIL SCH DIST 046,07/01/2003,4201,549169,27642783.85,3970643658.44,7230.28
2043,JACKSON,6901.94,EAGLE POINT SCH DIST 9,07/01/2000,4008,544245,27662983.77,3796207419.43,6975.18
2042,JACKSON,5960.89,CENTRAL POINT SCH DIST 6,07/01/2002,4643,552161,27676413.96,3889552066.13,7044.24
4131,WASCO,9312.67,North Wasco County SD 21,07/01/2007,2984,561354,27789003.51,5144636555.37,9164.69
1970,CROOK,8663.83,Crook County SD,07/01/2008,3208,559271,27793556.80,5248233458.10,9384.06
2207,UMATILLA,8468.88,Pendleton SD 16,07/01/2009,3287,556836,27837223.17,5162739221.05,9271.56
2181,MULTNOMAH,8016.97,Parkrose SD 3,07/01/2004,3473,549793,27842939.54,4198534676.94,7636.57
2190,POLK,8408.70,Dallas SD 2,07/01/2007,3327,561354,27975742.47,5144636555.37,9164.69
2181,MULTNOMAH,7652.54,Parkrose SD 3,07/01/2003,3663,549169,28031242.54,3970643658.44,7230.28
2024,HOOD RIVER,7443.02,HOOD RIVER CO SCH DIST 1,07/01/1999,3768,543138,28045285.03,3556941887.40,6548.87
2207,UMATILLA,8346.04,Pendleton SD 16,07/01/2006,3363,558366,28067726.16,4768933786.70,8540.87
2087,LANE,9477.34,South Lane SD 45J3,07/01/2007,2979,561354,28232999.47,5144636555.37,9164.69
2043,JACKSON,7031.41,Eagle Point SD 9,07/01/2001,4016,549757,28238160.50,3966871635.47,7215.68
2042,JACKSON,5961.01,CENTRAL POINT SCH DIST 6,07/01/2003,4738,549169,28243275.47,3970643658.44,7230.28
2101,LINN,6289.71,Lebanon Community SD 9,07/01/2003,4499,549169,28297393.02,3970643658.44,7230.28
2041,JACKSON,9529.98,Ashland SD 5,07/01/2007,2976,561354,28361232.56,5144636555.37,9164.69
1965,COOS,7493.61,COOS BAY SCH DIST 9,07/01/2002,3791,552161,28408273.97,3889552066.13,7044.24
1965,COOS,7640.21,COOS BAY SCH DIST 9,07/01/2003,3730,549169,28497974.41,3970643658.44,7230.28
2206,UMATILLA,6986.78,HERMISTON SCH DIST 8,07/01/2000,4096,544245,28617845.77,3796207419.43,6975.18
2190,POLK,8585.01,Dallas SD 2,07/01/2009,3336,556836,28639594.27,5162739221.05,9271.56
1965,COOS,7233.36,COOS BAY SCH DIST 9,07/01/2000,3961,544245,28651355.84,3796207419.43,6975.18
1965,COOS,7414.10,COOS BAY SCH DIST 9,07/01/2001,3879,549757,28759313.05,3966871635.47,7215.68
2190,POLK,8718.10,Dallas SD 2,07/01/2008,3300,559271,28769726.27,5248233458.10,9384.06
2138,MARION,8106.02,Silver Falls SD 4J,07/01/2006,3557,558366,28833117.84,4768933786.70,8540.87
2206,UMATILLA,6919.93,HERMISTON SCH DIST 8,07/01/2001,4180,549757,28925310.53,3966871635.47,7215.68
4131,WASCO,9519.08,North Wasco County SD 21,07/01/2009,3047,556836,29004641.26,5162739221.05,9271.56
2207,UMATILLA,8600.90,Pendleton SD 16,07/01/2007,3381,561354,29079648.10,5144636555.37,9164.69
2101,LINN,6529.42,Lebanon Community SD 9,07/01/2001,4457,549757,29101627.10,3966871635.47,7215.68
1948,COLUMBIA,8081.69,St Helens SD 502,07/01/2009,3601,556836,29102160.66,5162739221.05,9271.56
2101,LINN,6550.60,Lebanon Community SD 9,07/01/2002,4451,552161,29156739.15,3889552066.13,7044.24
2043,JACKSON,7058.04,Eagle Point SD 9,07/01/2002,4134,552161,29177951.14,3889552066.13,7044.24
2181,MULTNOMAH,8435.87,Parkrose SD 3,07/01/2005,3470,555146,29272467.99,4513950428.60,8131.11
2254,YAMHILL,6030.90,NEWBERG SCH DIST 29J,07/01/1999,4863,543138,29328284.91,3556941887.40,6548.87
4131,WASCO,10069.13,North Wasco County SD 21,07/01/2008,2917,559271,29371659.46,5248233458.10,9384.06
2024,HOOD RIVER,7784.59,Hood River County SD,07/01/2000,3777,544245,29402407.04,3796207419.43,6975.18
1948,COLUMBIA,8068.63,St Helens SD 502,07/01/2007,3650,561354,29450516.55,5144636555.37,9164.69
2146,MARION,7499.84,WOODBURN SCH DIST 103,07/01/1999,3936,543138,29519372.93,3556941887.40,6548.87
1948,COLUMBIA,8071.78,St Helens SD 502,07/01/2008,3660,559271,29542697.61,5248233458.10,9384.06
2043,JACKSON,7045.57,Eagle Point SD 9,07/01/2004,4198,549793,29577323.76,4198534676.94,7636.57
2042,JACKSON,6417.94,CENTRAL POINT SCH DIST 6,07/01/2001,4618,549757,29638023.84,3966871635.47,7215.68
1926,CLACKAMAS,7101.98,OREGON TRAIL SCH DIST 046,07/01/2004,4216,549793,29941950.93,4198534676.94,7636.57
2207,UMATILLA,8938.08,Pendleton SD 16,07/01/2008,3360,559271,30031935.85,5248233458.10,9384.06
2101,LINN,6763.67,Lebanon Community SD 9,07/01/2004,4442,549793,30044223.73,4198534676.94,7636.57
1970,CROOK,9261.52,Crook County SD,07/01/2007,3247,561354,30072171.04,5144636555.37,9164.69
2053,JEFFERSON,9942.82,Jefferson County SD 509J,07/01/2004,3029,549793,30116812.95,4198534676.94,7636.57
1965,COOS,8399.29,COOS BAY SCH DIST 9,07/01/2005,3604,555146,30271043.55,4513950428.60,8131.11
2254,YAMHILL,6193.88,Newberg SD 29J,07/01/2000,4890,544245,30288090.56,3796207419.43,6975.18
2053,JEFFERSON,10176.01,Jefferson County SD 509J,07/01/2008,2977,559271,30293971.92,5248233458.10,9384.06
2042,JACKSON,6481.25,Central Point SD 6,07/01/2004,4686,549793,30371140.52,4198534676.94,7636.57
2053,JEFFERSON,10520.48,Jefferson County SD 509J,07/01/2009,2905,556836,30561999.76,5162739221.05,9271.56
2024,HOOD RIVER,7957.56,Hood River County SD,07/01/2002,3867,552161,30771878.94,3889552066.13,7044.24
2181,MULTNOMAH,8722.42,Parkrose SD 3,07/01/2006,3530,558366,30790148.38,4768933786.70,8540.87
1926,CLACKAMAS,7270.81,OREGON TRAIL SCH DIST 046,07/01/2005,4239,555146,30820962.51,4513950428.60,8131.11
1965,COOS,9110.14,Coos Bay SD 9,07/01/2009,3417,556836,31129364.21,5162739221.05,9271.56
2088,LANE,6124.63,BETHEL SCH DIST 52,07/01/1999,5086,543138,31149858.26,3556941887.40,6548.87
2138,MARION,8647.18,Silver Falls SD 4J,07/01/2007,3610,561354,31216308.86,5144636555.37,9164.69
1965,COOS,8769.82,COOS BAY SCH DIST 9,07/01/2006,3574,558366,31343334.83,4768933786.70,8540.87
1929,CLACKAMAS,6024.62,CANBY SCH DIST 086,07/01/1999,5236,543138,31544914.74,3556941887.40,6548.87
2024,HOOD RIVER,8178.31,Hood River County SD,07/01/2001,3859,549757,31560086.37,3966871635.47,7215.68
2054,JOSEPHINE,5813.28,GRANTS PASS SCH DIST 7,07/01/1999,5433,543138,31583562.36,3556941887.40,6548.87
2101,LINN,7059.23,Lebanon Community SD 9,07/01/2005,4485,555146,31660636.37,4513950428.60,8131.11
2254,YAMHILL,6341.62,Newberg SD 29J,07/01/2001,4999,549757,31701740.14,3966871635.47,7215.68
2256,YAMHILL,5900.99,MCMINNVILLE SCH DIST 40,07/01/1999,5383,543138,31765038.11,3556941887.40,6548.87
2138,MARION,8752.70,Silver Falls SD 4J,07/01/2009,3637,556836,31833556.38,5162739221.05,9271.56
2056,KLAMATH,7906.56,KLAMATH FALLS CITY SCHOOLS,07/01/1999,4027,543138,31839730.00,3556941887.40,6548.87
2206,UMATILLA,7398.94,HERMISTON SCH DIST 8,07/01/2002,4305,552161,31852439.32,3889552066.13,7044.24
2138,MARION,8920.27,Silver Falls SD 4J,07/01/2008,3596,559271,32077288.97,5248233458.10,9384.06
2254,YAMHILL,6413.51,Newberg SD 29J,07/01/2002,5002,552161,32080394.24,3889552066.13,7044.24
2024,HOOD RIVER,8153.50,Hood River County SD,07/01/2003,3945,549169,32165549.14,3970643658.44,7230.28
2206,UMATILLA,7308.16,HERMISTON SCH DIST 8,07/01/2003,4413,549169,32250924.84,3970643658.44,7230.28
2053,JEFFERSON,10739.69,Jefferson County SD 509J,07/01/2005,3012,555146,32347953.19,4513950428.60,8131.11
2244,WASHINGTON,7435.69,Sherwood SD 88J,07/01/2007,4353,561354,32367553.45,5144636555.37,9164.69
2254,YAMHILL,6492.54,Newberg SD 29J,07/01/2003,5012,549169,32540617.34,3970643658.44,7230.28
1965,COOS,9351.16,Coos Bay SD 9,07/01/2008,3506,559271,32785184.00,5248233458.10,9384.06
2043,JACKSON,7689.87,Eagle Point SD 9,07/01/2005,4288,555146,32974150.67,4513950428.60,8131.11
2056,KLAMATH,8306.90,KLAMATH FALLS CITY SCHOOLS,07/01/2000,3975,544245,33019912.79,3796207419.43,6975.18
2053,JEFFERSON,10862.26,Jefferson County SD 509J,07/01/2007,3043,561354,33053846.19,5144636555.37,9164.69
1965,COOS,9418.53,Coos Bay SD 9,07/01/2007,3522,561354,33172048.38,5144636555.37,9164.69
2181,MULTNOMAH,9396.25,Parkrose SD 3,07/01/2007,3531,561354,33178145.24,5144636555.37,9164.69
2256,YAMHILL,6029.44,MCMINNVILLE SCH DIST 40,07/01/2000,5505,544245,33192069.89,3796207419.43,6975.18
1929,CLACKAMAS,6316.31,CANBY SCH DIST 086,07/01/2000,5280,544245,33350119.01,3796207419.43,6975.18
2101,LINN,7697.58,Lebanon Community SD 9,07/01/2006,4336,558366,33376713.10,4768933786.70,8540.87
1977,DESCHUTES,5930.89,REDMOND SCH DIST 2J,07/01/1999,5635,543138,33420546.08,3556941887.40,6548.87
2024,HOOD RIVER,8592.79,Hood River County SD,07/01/2004,3907,549793,33572045.09,4198534676.94,7636.57
2146,MARION,8071.10,WOODBURN SCH DIST 103,07/01/2000,4186,544245,33785607.02,3796207419.43,6975.18
1926,CLACKAMAS,7990.81,Oregon Trail SD 46,07/01/2006,4230,558366,33801138.25,4768933786.70,8540.87
2101,LINN,7890.90,Lebanon Community SD 9,07/01/2009,4301,556836,33938752.35,5162739221.05,9271.56
2206,UMATILLA,7357.52,HERMISTON SCH DIST 8,07/01/2004,4615,549793,33954971.58,4198534676.94,7636.57
2054,JOSEPHINE,6281.98,GRANTS PASS SCH DIST 7,07/01/2000,5409,544245,33979231.84,3796207419.43,6975.18
2101,LINN,7924.00,Lebanon Community SD 9,07/01/2008,4325,559271,34271279.62,5248233458.10,9384.06
1929,CLACKAMAS,6534.28,Canby SD 86,07/01/2003,5254,549169,34331108.71,3970643658.44,7230.28
2181,MULTNOMAH,9770.16,Parkrose SD 3,07/01/2008,3523,559271,34420264.70,5248233458.10,9384.06
2042,JACKSON,7458.59,Central Point SD 6,07/01/2005,4670,555146,34831602.48,4513950428.60,8131.11
2241,WASHINGTON,6722.29,FOREST GROVE SCH DIST 15,07/01/1999,5191,543138,34895415.24,3556941887.40,6548.87
1926,CLACKAMAS,8497.76,Oregon Trail SD 46,07/01/2009,4121,556836,35019267.74,5162739221.05,9271.56
2088,LANE,6716.72,BETHEL SCH DIST 52,07/01/2000,5218,544245,35047838.13,3796207419.43,6975.18
2056,KLAMATH,8829.41,KLAMATH FALLS CITY SCHOOLS,07/01/2003,3978,549169,35123412.42,3970643658.44,7230.28
2181,MULTNOMAH,10257.13,Parkrose SD 3,07/01/2009,3426,556836,35140930.56,5162739221.05,9271.56
1977,DESCHUTES,6211.32,REDMOND SCH DIST 2J,07/01/2000,5667,544245,35199528.32,3796207419.43,6975.18
2254,YAMHILL,7082.02,Newberg SD 29J,07/01/2004,4971,549793,35204709.63,4198534676.94,7636.57
2101,LINN,8223.35,Lebanon Community SD 9,07/01/2007,4295,561354,35319306.08,5144636555.37,9164.69
2256,YAMHILL,6354.44,McMinnville SD 40,07/01/2001,5576,549757,35432367.31,3966871635.47,7215.68
1929,CLACKAMAS,6744.11,Canby SD 86,07/01/2002,5257,552161,35453778.05,3889552066.13,7044.24
2056,KLAMATH,8921.96,KLAMATH FALLS CITY SCHOOLS,07/01/2002,3985,552161,35554029.68,3889552066.13,7044.24
1929,CLACKAMAS,6861.54,Canby SD 86,07/01/2001,5186,549757,35583955.74,3966871635.47,7215.68
2256,YAMHILL,6236.92,McMinnville SD 40,07/01/2002,5706,552161,35587854.97,3889552066.13,7044.24
2244,WASHINGTON,7845.81,Sherwood SD 88J,07/01/2008,4538,559271,35604298.68,5248233458.10,9384.06
2043,JACKSON,8571.30,Eagle Point SD 9,07/01/2009,4166,556836,35708029.79,5162739221.05,9271.56
2053,JEFFERSON,11708.66,Jefferson County SD 509J,07/01/2006,3052,558366,35734841.29,4768933786.70,8540.87
2056,KLAMATH,8902.21,KLAMATH FALLS CITY SCHOOLS,07/01/2001,4038,549757,35947130.73,3966871635.47,7215.68
1929,CLACKAMAS,6795.86,Canby SD 86,07/01/2004,5302,549793,36031673.14,4198534676.94,7636.57
2054,JOSEPHINE,6622.37,GRANTS PASS SCH DIST 7,07/01/2001,5454,549757,36118410.88,3966871635.47,7215.68
2056,KLAMATH,8930.26,KLAMATH FALLS CITY SCHOOLS,07/01/2004,4060,549793,36256864.12,4198534676.94,7636.57
2043,JACKSON,8544.60,Eagle Point SD 9,07/01/2006,4263,558366,36425637.69,4768933786.70,8540.87
1926,CLACKAMAS,8734.59,Oregon Trail SD 46,07/01/2007,4176,561354,36475635.73,5144636555.37,9164.69
2042,JACKSON,7851.96,Central Point SD 6,07/01/2009,4653,556836,36535183.40,5162739221.05,9271.56
2185,MULTNOMAH,6124.39,CENTENNIAL SCH DIST 28J,07/01/1999,5972,543138,36574870.23,3556941887.40,6548.87
2206,UMATILLA,7912.13,Hermiston SD 8,07/01/2005,4641,555146,36720216.02,4513950428.60,8131.11
2241,WASHINGTON,6939.55,Forest Grove SD 15,07/01/2000,5306,544245,36821268.14,3796207419.43,6975.18
2042,JACKSON,7674.16,Central Point SD 6,07/01/2006,4799,558366,36828314.81,4768933786.70,8540.87
2088,LANE,6945.23,BETHEL SCH DIST 52,07/01/2001,5311,549757,36886139.37,3966871635.47,7215.68
2056,KLAMATH,8893.62,KLAMATH FALLS CITY SCHOOLS,07/01/2005,4175,555146,37130876.25,4513950428.60,8131.11
2056,KLAMATH,10998.55,KLAMATH FALLS CITY SCHOOLS,07/01/2009,3397,556836,37362088.34,5162739221.05,9271.56
2206,UMATILLA,8656.82,Hermiston SD 8,07/01/2006,4321,558366,37406109.90,4768933786.70,8540.87
1977,DESCHUTES,6312.42,REDMOND SCH DIST 2J,07/01/2001,5933,549757,37451577.38,3966871635.47,7215.68
2146,MARION,8578.92,Woodburn SD 103,07/01/2001,4366,549757,37455559.65,3966871635.47,7215.68
2244,WASHINGTON,7918.05,Sherwood SD 88J,07/01/2009,4748,556836,37594899.10,5162739221.05,9271.56
1926,CLACKAMAS,8938.69,Oregon Trail SD 46,07/01/2008,4208,559271,37613998.31,5248233458.10,9384.06
2043,JACKSON,8918.80,Eagle Point SD 9,07/01/2008,4253,559271,37931658.53,5248233458.10,9384.06
2054,JOSEPHINE,6897.73,GRANTS PASS SCH DIST 7,07/01/2002,5540,552161,38213404.63,3889552066.13,7044.24
2185,MULTNOMAH,6329.82,Centennial SD 28J,07/01/2000,6057,544245,38339714.36,3796207419.43,6975.18
1977,DESCHUTES,6352.08,REDMOND SCH DIST 2J,07/01/2002,6040,552161,38366575.12,3889552066.13,7044.24
2024,HOOD RIVER,9614.13,Hood River County SD,07/01/2005,4015,555146,38600743.26,4513950428.60,8131.11
2043,JACKSON,9002.80,Eagle Point SD 9,07/01/2007,4291,561354,38630998.40,5144636555.37,9164.69
2042,JACKSON,8231.33,Central Point SD 6,07/01/2007,4706,561354,38736659.93,5144636555.37,9164.69
2146,MARION,8238.51,Woodburn SD 103,07/01/2003,4710,549169,38803396.04,3970643658.44,7230.28
1929,CLACKAMAS,7488.08,Canby SD 86,07/01/2005,5184,555146,38818204.89,4513950428.60,8131.11
2042,JACKSON,8242.03,Central Point SD 6,07/01/2008,4720,559271,38902368.63,5248233458.10,9384.06
1977,DESCHUTES,6320.20,Redmond SD 2J,07/01/2003,6159,549169,38926138.98,3970643658.44,7230.28
2256,YAMHILL,6786.83,McMinnville SD 40,07/01/2003,5741,549169,38963171.75,3970643658.44,7230.28
2185,MULTNOMAH,6232.24,Centennial SD 28J,07/01/2002,6255,552161,38982668.28,3889552066.13,7044.24
2056,KLAMATH,9813.63,KLAMATH FALLS CITY SCHOOLS,07/01/2006,3984,558366,39097519.56,4768933786.70,8540.87
2088,LANE,6915.25,BETHEL SCH DIST 52,07/01/2003,5679,549169,39271699.60,3970643658.44,7230.28
2146,MARION,8709.34,Woodburn SD 103,07/01/2002,4517,552161,39340069.00,3889552066.13,7044.24
2254,YAMHILL,7594.61,Newberg SD 29J,07/01/2005,5206,555146,39537551.14,4513950428.60,8131.11
2206,UMATILLA,9135.92,Hermiston SD 8,07/01/2007,4334,561354,39595066.63,5144636555.37,9164.69
2241,WASHINGTON,7078.56,Forest Grove SD 15,07/01/2001,5598,549757,39625791.10,3966871635.47,7215.68
2241,WASHINGTON,6909.30,Forest Grove SD 15,07/01/2002,5773,552161,39887375.46,3889552066.13,7044.24
1977,DESCHUTES,6215.67,Redmond SD 2J,07/01/2004,6423,549793,39923251.24,4198534676.94,7636.57
1923,CLACKAMAS,5566.95,LAKE OSWEGO SCH DIST 7J,07/01/1997,7186,539105,40004099.34,948447366.75,1759.30
2054,JOSEPHINE,7007.10,GRANTS PASS SCH DIST 7,07/01/2003,5726,549169,40122681.97,3970643658.44,7230.28
2054,JOSEPHINE,6950.54,GRANTS PASS SCH DIST 7,07/01/2004,5773,549793,40125464.18,4198534676.94,7636.57
2088,LANE,7006.16,BETHEL SCH DIST 52,07/01/2004,5748,549793,40271396.66,4198534676.94,7636.57
2088,LANE,7326.79,BETHEL SCH DIST 52,07/01/2002,5507,552161,40348606.85,3889552066.13,7044.24
2241,WASHINGTON,6977.80,Forest Grove SD 15,07/01/2003,5798,549169,40457291.77,3970643658.44,7230.28
2256,YAMHILL,7006.66,McMinnville SD 40,07/01/2004,5844,549793,40946933.46,4198534676.94,7636.57
2185,MULTNOMAH,6654.74,Centennial SD 28J,07/01/2001,6160,549757,40993210.92,3966871635.47,7215.68
2254,YAMHILL,7998.94,Newberg SD 29J,07/01/2006,5159,558366,41266542.90,4768933786.70,8540.87
1929,CLACKAMAS,8212.22,Canby SD 86,07/01/2006,5044,558366,41422452.36,4768933786.70,8540.87
1991,DOUGLAS,6264.31,ROSEBURG SCH DIST 4,07/01/1999,6679,543138,41839296.11,3556941887.40,6548.87
1923,CLACKAMAS,5868.43,LAKE OSWEGO SCH DIST 7J,07/01/1998,7130,540605,41841936.90,1012656851.75,1873.19
2056,KLAMATH,10678.01,KLAMATH FALLS CITY SCHOOLS,07/01/2008,3942,559271,42092718.64,5248233458.10,9384.06
2206,UMATILLA,9323.80,Hermiston SD 8,07/01/2009,4518,556836,42124915.92,5162739221.05,9271.56
2254,YAMHILL,8145.25,Newberg SD 29J,07/01/2009,5173,556836,42135386.83,5162739221.05,9271.56
2024,HOOD RIVER,10611.95,Hood River County SD,07/01/2006,3977,558366,42203717.30,4768933786.70,8540.87
2055,JOSEPHINE,6976.81,THREE RIVERS SCH DIST,07/01/2000,6095,544245,42523632.31,3796207419.43,6975.18
2088,LANE,7380.97,BETHEL SCH DIST 52,07/01/2005,5767,555146,42566048.01,4513950428.60,8131.11
2024,HOOD RIVER,10573.90,Hood River County SD,07/01/2009,4026,556836,42570522.70,5162739221.05,9271.56
2055,JOSEPHINE,6972.17,THREE RIVERS SCH DIST,07/01/1999,6112,543138,42613921.51,3556941887.40,6548.87
2146,MARION,9186.85,Woodburn SD 103,07/01/2004,4656,549793,42773991.38,4198534676.94,7636.57
2056,KLAMATH,10587.55,KLAMATH FALLS CITY SCHOOLS,07/01/2007,4058,561354,42964282.25,5144636555.37,9164.69
2187,MULTNOMAH,5701.32,DAVID DOUGLAS SCH DIST 40,07/01/1997,7546,539105,43022154.77,948447366.75,1759.30
2254,YAMHILL,8301.02,Newberg SD 29J,07/01/2007,5196,561354,43132101.84,5144636555.37,9164.69
2206,UMATILLA,9880.53,Hermiston SD 8,07/01/2008,4381,559271,43286584.93,5248233458.10,9384.06
2054,JOSEPHINE,7352.52,GRANTS PASS SCH DIST 7,07/01/2005,5905,555146,43416603.38,4513950428.60,8131.11
2254,YAMHILL,8430.12,Newberg SD 29J,07/01/2008,5161,559271,43507836.77,5248233458.10,9384.06
1991,DOUGLAS,6524.32,Douglas County SD 4,07/01/2003,6691,549169,43654243.10,3970643658.44,7230.28
1991,DOUGLAS,6611.21,ROSEBURG SCH DIST 4,07/01/2000,6619,544245,43759625.77,3796207419.43,6975.18
1977,DESCHUTES,6647.71,Redmond SD 2J,07/01/2005,6590,555146,43808376.82,4513950428.60,8131.11
2024,HOOD RIVER,11060.33,Hood River County SD,07/01/2007,3968,561354,43887399.27,5144636555.37,9164.69
1991,DOUGLAS,6471.22,Douglas County SD 4,07/01/2002,6788,552161,43926662.56,3889552066.13,7044.24
2024,HOOD RIVER,11106.59,Hood River County SD,07/01/2008,3973,559271,44126475.54,5248233458.10,9384.06
2241,WASHINGTON,7494.38,Forest Grove SD 15,07/01/2004,5894,549793,44171852.25,4198534676.94,7636.57
2097,LINCOLN,6627.85,LINCOLN CO SCH DIST,07/01/1999,6672,543138,44221005.06,3556941887.40,6548.87
2055,JOSEPHINE,7255.71,Three Rivers/Josephine County SD,07/01/2001,6096,549757,44230796.68,3966871635.47,7215.68
1929,CLACKAMAS,8912.67,Canby SD 86,07/01/2009,4964,556836,44242480.12,5162739221.05,9271.56
1922,CLACKAMAS,6004.13,West Linn-Wilsonville SD 3J,07/01/1999,7385,543138,44340491.13,3556941887.40,6548.87
2097,LINCOLN,6193.28,LINCOLN CO SCH DIST,07/01/1997,7161,539105,44350110.20,948447366.75,1759.30
2055,JOSEPHINE,7540.70,Three Rivers/Josephine County SD,07/01/2003,5887,549169,44392114.18,3970643658.44,7230.28
1929,CLACKAMAS,8694.63,Canby SD 86,07/01/2007,5124,561354,44551304.20,5144636555.37,9164.69
2097,LINCOLN,6357.19,LINCOLN CO SCH DIST,07/01/1998,7041,540605,44760983.64,1012656851.75,1873.19
2055,JOSEPHINE,7329.53,Three Rivers/Josephine County SD,07/01/2002,6120,552161,44856708.23,3889552066.13,7044.24
2054,JOSEPHINE,7570.88,Grants Pass SD 7,07/01/2006,5962,558366,45137591.32,4768933786.70,8540.87
1928,CLACKAMAS,6165.80,OREGON CITY SCH DIST 62,07/01/1999,7335,543138,45226164.41,3556941887.40,6548.87
2097,LINCOLN,6977.57,LINCOLN CO SCH DIST,07/01/2000,6496,544245,45326270.32,3796207419.43,6975.18
1923,CLACKAMAS,6367.62,Lake Oswego SD 7J,07/01/1999,7126,543138,45375657.96,3556941887.40,6548.87
1991,DOUGLAS,6699.51,Douglas County SD 4,07/01/2001,6775,549757,45389202.89,3966871635.47,7215.68
2055,JOSEPHINE,7674.68,Three Rivers/Josephine County SD,07/01/2004,5932,549793,45526176.15,4198534676.94,7636.57
2187,MULTNOMAH,5991.62,DAVID DOUGLAS SCH DIST 40,07/01/1998,7680,540605,46015676.41,1012656851.75,1873.19
2088,LANE,7691.01,Bethel SD 52,07/01/2006,6012,558366,46238374.88,4768933786.70,8540.87
1929,CLACKAMAS,9241.79,Canby SD 86,07/01/2008,5013,559271,46329071.75,5248233458.10,9384.06
2256,YAMHILL,7703.00,McMinnville SD 40,07/01/2005,6030,555146,46449117.18,4513950428.60,8131.11
2100,LINN,5913.08,GREATER ALBANY SCH DIST 8J,07/01/1997,7871,539105,46541876.83,948447366.75,1759.30
1991,DOUGLAS,7090.65,Douglas County SD 4,07/01/2004,6600,549793,46798309.91,4198534676.94,7636.57
1901,BENTON,6483.15,CORVALLIS SCH DIST 509J,07/01/1999,7305,543138,47359423.84,3556941887.40,6548.87
1922,CLACKAMAS,6418.70,West Linn-Wilsonville SD 3J,07/01/2000,7406,544245,47536900.54,3796207419.43,6975.18
2097,LINCOLN,7992.31,LINCOLN CO SCH DIST,07/01/2003,5964,549169,47666157.69,3970643658.44,7230.28
