District ID,County Name,Operating Cost Per Student,District Number,School Year,Student Count,State Student Count,Operating Cost,State Operating Cost,State Operating Cost Per Student
2006,GILLIAM,11143.78,CONDON SCH DIST 25J,07/01/1999,214,543138,2384769.08,3556941887.40,6548.87
2009,GRANT,16029.40,Prairie City SD 4,07/01/2009,149,556836,2388380.00,5162739221.05,9271.56
2229,WASCO,9325.41,Dufur SD 29,07/01/2001,257,549757,2396630.42,3966871635.47,7215.68
2192,POLK,7430.08,PERRYDALE SCH DIST 21,07/01/2004,324,549793,2407344.31,4198534676.94,7636.57
2006,GILLIAM,17904.23,Condon SD 25J,07/01/2007,135,561354,2417071.11,5144636555.37,9164.69
2046,JACKSON,12803.92,Butte Falls SD 91,07/01/2004,189,549793,2419940.15,4198534676.94,7636.57
2192,POLK,7496.61,PERRYDALE SCH DIST 21,07/01/2005,323,555146,2421406.09,4513950428.60,8131.11
2214,UNION,11591.94,North Powder SD 8J,07/01/2006,209,558366,2422716.02,4768933786.70,8540.87
2216,UNION,9319.71,Cove SD 15,07/01/2006,260,558366,2423125.48,4768933786.70,8540.87
2094,LANE,7639.90,Marcola SD 79J,07/01/2002,318,552161,2429488.31,3889552066.13,7044.24
2144,MARION,10761.95,St Paul SD 45,07/01/2006,227,558366,2442962.88,4768933786.70,8540.87
2203,UMATILLA,9023.57,Echo SD 5,07/01/2007,271,561354,2445387.38,5144636555.37,9164.69
2203,UMATILLA,9678.85,Echo SD 5,07/01/2009,253,556836,2448750.22,5162739221.05,9271.56
2046,JACKSON,12541.67,Butte Falls SD 91,07/01/2005,196,555146,2458166.78,4513950428.60,8131.11
2219,WALLOWA,10009.65,Joseph SD 6,07/01/2006,246,558366,2462375.02,4768933786.70,8540.87
2046,JACKSON,14669.24,Butte Falls SD 91,07/01/2009,168,556836,2464431.61,5162739221.05,9271.56
2061,LAKE,8908.15,NORTH LAKE SCH DIST 14,07/01/1999,278,543138,2476466.74,3556941887.40,6548.87
2085,LANE,11263.25,Mapleton SD 32,07/01/2004,220,549793,2477915.26,4198534676.94,7636.57
2061,LAKE,11924.88,North Lake SD 14,07/01/2005,208,555146,2480375.49,4513950428.60,8131.11
2219,WALLOWA,8891.13,Joseph SD 6,07/01/2004,279,549793,2480624.13,4198534676.94,7636.57
2219,WALLOWA,8861.53,Joseph SD 6,07/01/2003,280,549169,2481229.39,3970643658.44,7230.28
1934,CLATSOP,12749.96,JEWELL SCH DIST 8,07/01/2003,196,549169,2498992.92,3970643658.44,7230.28
2203,UMATILLA,9159.75,Echo SD 5,07/01/2008,273,559271,2500610.55,5248233458.10,9384.06
2085,LANE,14215.75,Mapleton SD 32,07/01/2009,176,556836,2501972.61,5162739221.05,9271.56
2092,LANE,6884.37,LOWELL SCH DIST 71,07/01/2001,364,549757,2505910.21,3966871635.47,7215.68
1998,DOUGLAS,16273.24,Elkton SD 34,07/01/2009,154,556836,2506078.66,5162739221.05,9271.56
3997,MORROW,14367.62,Ione SD R2,07/01/2008,175,559271,2514333.53,5248233458.10,9384.06
2219,WALLOWA,8384.49,Joseph SD 6,07/01/2001,300,549757,2515345.58,3966871635.47,7215.68
2219,WALLOWA,9424.56,Joseph SD 6,07/01/2005,267,555146,2516357.29,4513950428.60,8131.11
2085,LANE,10848.90,Mapleton SD 32,07/01/2003,232,549169,2516943.96,3970643658.44,7230.28
2046,JACKSON,14386.65,Butte Falls SD 91,07/01/2008,175,559271,2517664.18,5248233458.10,9384.06
2094,LANE,8635.72,Marcola SD 79J,07/01/2004,292,549793,2521630.26,4198534676.94,7636.57
1897,BAKER,14674.96,Pine Eagle SD 61,07/01/2009,173,556836,2538767.23,5162739221.05,9271.56
2216,UNION,10086.11,Cove SD 15,07/01/2007,252,561354,2541699.64,5144636555.37,9164.69
2192,POLK,7775.42,Perrydale SD 21,07/01/2006,327,558366,2542562.63,4768933786.70,8540.87
2061,LAKE,10013.27,NORTH LAKE SCH DIST 14,07/01/2000,255,544245,2553384.53,3796207419.43,6975.18
2094,LANE,8136.81,Marcola SD 79J,07/01/2003,315,549169,2563095.37,3970643658.44,7230.28
2089,LANE,9221.49,Crow-Applegate-Lorane SD 66,07/01/2003,278,549169,2563573.47,3970643658.44,7230.28
2214,UNION,10870.27,North Powder SD 8J,07/01/2007,237,561354,2576254.64,5144636555.37,9164.69
2215,UNION,8212.89,IMBLER SCH DIST 11,07/01/2001,314,549757,2578847.21,3966871635.47,7215.68
2219,WALLOWA,10884.95,Joseph SD 6,07/01/2007,237,561354,2579733.38,5144636555.37,9164.69
2229,WASCO,10128.12,Dufur SD 29,07/01/2004,256,549793,2592798.14,4198534676.94,7636.57
2085,LANE,15098.67,Mapleton SD 32,07/01/2008,172,559271,2596972.06,5248233458.10,9384.06
2220,WALLOWA,9711.06,Wallowa SD 12,07/01/2004,268,549793,2602562.77,4198534676.94,7636.57
2216,UNION,10212.27,Cove SD 15,07/01/2009,255,556836,2604129.13,5162739221.05,9271.56
2092,LANE,9621.46,LOWELL SCH DIST 71,07/01/2004,271,549793,2607416.39,4198534676.94,7636.57
2144,MARION,11163.84,St Paul SD 45,07/01/2007,234,561354,2612339.45,5144636555.37,9164.69
1897,BAKER,13973.74,Pine Eagle SD 61,07/01/2007,187,561354,2613089.15,5144636555.37,9164.69
1998,DOUGLAS,14520.09,Elkton SD 34,07/01/2007,180,561354,2613616.65,5144636555.37,9164.69
2089,LANE,8571.37,Crow-Applegate-Lorane SD 66,07/01/2002,305,552161,2614268.58,3889552066.13,7044.24
1897,BAKER,15477.18,Pine Eagle SD 61,07/01/2008,169,559271,2615644.17,5248233458.10,9384.06
2215,UNION,8845.64,Imbler SD 11,07/01/2004,296,549793,2618309.83,4198534676.94,7636.57
2092,LANE,6984.06,LOWELL SCH DIST 71,07/01/2002,376,552161,2626006.77,3889552066.13,7044.24
2094,LANE,11518.55,Marcola SD 79J,07/01/2006,228,558366,2626228.97,4768933786.70,8540.87
2094,LANE,8287.28,Marcola SD 79J,07/01/2001,317,549757,2627068.55,3966871635.47,7215.68
2113,MALHEUR,11129.03,Adrian SD 61,07/01/2005,237,555146,2637581.19,4513950428.60,8131.11
2219,WALLOWA,11088.93,Joseph SD 6,07/01/2008,238,559271,2639165.80,5248233458.10,9384.06
2220,WALLOWA,10444.80,Wallowa SD 12,07/01/2009,253,556836,2642534.51,5162739221.05,9271.56
2215,UNION,8556.55,IMBLER SCH DIST 11,07/01/2000,310,544245,2652530.24,3796207419.43,6975.18
2219,WALLOWA,12350.50,Joseph SD 6,07/01/2009,215,556836,2655357.78,5162739221.05,9271.56
2216,UNION,10632.20,Cove SD 15,07/01/2008,250,559271,2658050.53,5248233458.10,9384.06
2094,LANE,9968.16,Marcola SD 79J,07/01/2005,267,555146,2661499.46,4513950428.60,8131.11
2215,UNION,9115.94,Imbler SD 11,07/01/2003,292,549169,2661855.14,3970643658.44,7230.28
2220,WALLOWA,9001.66,Wallowa SD 12,07/01/2002,296,552161,2664492.66,3889552066.13,7044.24
2225,WASCO,10641.42,SOUTH WASCO COUNTY SCH DIST 1,07/01/2003,251,549169,2670996.72,3970643658.44,7230.28
2192,POLK,8098.02,Perrydale SD 21,07/01/2007,331,561354,2680445.88,5144636555.37,9164.69
2092,LANE,8137.43,LOWELL SCH DIST 71,07/01/2003,331,549169,2693488.17,3970643658.44,7230.28
2085,LANE,9908.45,Mapleton SD 32,07/01/2000,272,544245,2695098.09,3796207419.43,6975.18
2085,LANE,13083.92,Mapleton SD 32,07/01/2005,206,555146,2695287.10,4513950428.60,8131.11
2220,WALLOWA,11540.27,Wallowa SD 12,07/01/2008,234,559271,2700424.11,5248233458.10,9384.06
2220,WALLOWA,9683.43,Wallowa SD 12,07/01/2003,279,549169,2701675.97,3970643658.44,7230.28
2225,WASCO,10988.61,SOUTH WASCO COUNTY SCH DIST 1,07/01/2004,246,549793,2703197.00,4198534676.94,7636.57
2061,LAKE,10568.02,NORTH LAKE SCH DIST 14,07/01/2001,256,549757,2705413.08,3966871635.47,7215.68
2215,UNION,8430.78,Imbler SD 11,07/01/2002,321,552161,2706281.92,3889552066.13,7044.24
2092,LANE,6950.01,LOWELL SCH DIST 71,07/01/2000,390,544245,2710504.22,3796207419.43,6975.18
2085,LANE,10182.59,Mapleton SD 32,07/01/2002,267,552161,2718751.69,3889552066.13,7044.24
2225,WASCO,10300.60,SOUTH WASCO COUNTY SCH DIST 1,07/01/2002,264,552161,2719359.00,3889552066.13,7044.24
1934,CLATSOP,13956.22,JEWELL SCH DIST 8,07/01/2004,195,549793,2721461.99,4198534676.94,7636.57
2225,WASCO,9328.20,SOUTH WASCO COUNTY SCH DIST 1,07/01/2001,292,549757,2723834.66,3966871635.47,7215.68
2046,JACKSON,16419.60,Butte Falls SD 91,07/01/2007,166,561354,2725653.37,5144636555.37,9164.69
2113,MALHEUR,10630.73,Adrian SD 61,07/01/2006,257,558366,2732098.11,4768933786.70,8540.87
2085,LANE,10090.86,MAPLETON SCH DIST 32,07/01/1999,272,543138,2744712.80,3556941887.40,6548.87
2144,MARION,10680.86,St Paul SD 45,07/01/2008,257,559271,2744981.34,5248233458.10,9384.06
2090,LANE,9307.22,MCKENZIE SCH DIST 68,07/01/2003,295,549169,2745630.11,3970643658.44,7230.28
2215,UNION,8958.44,Imbler SD 11,07/01/2005,307,555146,2750239.88,4513950428.60,8131.11
1996,DOUGLAS,7436.83,North Douglas SD 22,07/01/2003,370,549169,2751625.85,3970643658.44,7230.28
2094,LANE,11516.18,Marcola SD 79J,07/01/2007,239,561354,2752367.55,5144636555.37,9164.69
2229,WASCO,7691.58,Dufur SD 29,07/01/1999,360,543138,2768967.38,3556941887.40,6548.87
2061,LAKE,12783.28,North Lake SD 14,07/01/2006,217,558366,2773971.08,4768933786.70,8540.87
2220,WALLOWA,10559.27,Wallowa SD 12,07/01/2005,263,555146,2777088.24,4513950428.60,8131.11
2219,WALLOWA,8583.54,JOSEPH SCH DIST 6,07/01/2000,324,544245,2781066.52,3796207419.43,6975.18
2214,UNION,12722.55,North Powder SD 8J,07/01/2008,219,559271,2786238.17,5248233458.10,9384.06
2092,LANE,8606.77,LOWELL SCH DIST 71,07/01/2005,324,555146,2788592.80,4513950428.60,8131.11
1897,BAKER,13356.58,PINE-EAGLE SCH DIST 061,07/01/2004,209,549793,2791525.33,4198534676.94,7636.57
2144,MARION,10519.70,St Paul SD 45,07/01/2009,266,556836,2798239.19,5162739221.05,9271.56
2225,WASCO,9359.42,SOUTH WASCO COUNTY SCH DIST 1,07/01/2000,300,544245,2807825.52,3796207419.43,6975.18
1897,BAKER,15108.01,Pine Eagle SD 61,07/01/2006,186,558366,2810090.00,4768933786.70,8540.87
2085,LANE,17032.84,Mapleton SD 32,07/01/2007,165,561354,2810419.27,5144636555.37,9164.69
2225,WASCO,8605.73,SOUTH WASCO COUNTY SCH DIST 1,07/01/1999,328,543138,2822678.00,3556941887.40,6548.87
1934,CLATSOP,15597.98,Jewell SD 8,07/01/2006,181,558366,2823234.70,4768933786.70,8540.87
1897,BAKER,12139.98,PINE-EAGLE SCH DIST 061,07/01/2003,233,549169,2828616.48,3970643658.44,7230.28
2090,LANE,8541.61,MCKENZIE SCH DIST 68,07/01/1999,332,543138,2835813.65,3556941887.40,6548.87
2219,WALLOWA,8244.41,JOSEPH SCH DIST 6,07/01/1999,345,543138,2844320.79,3556941887.40,6548.87
2220,WALLOWA,7775.16,WALLOWA SCH DIST 12,07/01/1999,367,543138,2853484.00,3556941887.40,6548.87
2220,WALLOWA,8960.83,Wallowa SD 12,07/01/2001,319,549757,2858503.51,3966871635.47,7215.68
2225,WASCO,10873.50,SOUTH WASCO COUNTY SCH DIST 1,07/01/2005,264,555146,2870604.08,4513950428.60,8131.11
2090,LANE,9414.27,MCKENZIE SCH DIST 68,07/01/2002,305,552161,2871351.87,3889552066.13,7044.24
1897,BAKER,10426.80,PINE-EAGLE SCH DIST 061,07/01/2001,276,549757,2877797.17,3966871635.47,7215.68
1897,BAKER,8716.25,PINE-EAGLE SCH DIST 061,07/01/1999,331,543138,2885078.95,3556941887.40,6548.87
2220,WALLOWA,12093.40,Wallowa SD 12,07/01/2006,239,558366,2890321.41,4768933786.70,8540.87
2192,POLK,8724.71,Perrydale SD 21,07/01/2008,332,559271,2896603.08,5248233458.10,9384.06
2229,WASCO,8692.64,Dufur SD 29,07/01/2000,334,544245,2903341.85,3796207419.43,6975.18
2220,WALLOWA,11487.44,Wallowa SD 12,07/01/2007,253,561354,2906322.45,5144636555.37,9164.69
2221,WALLOWA,7301.05,Enterprise SD 21,07/01/2004,400,549793,2920420.49,4198534676.94,7636.57
2089,LANE,10041.63,Crow-Applegate-Lorane SD 66,07/01/2004,292,549793,2932155.29,4198534676.94,7636.57
2113,MALHEUR,11924.20,Adrian SD 61,07/01/2009,246,556836,2933352.65,5162739221.05,9271.56
1934,CLATSOP,15444.27,JEWELL SCH DIST 8,07/01/2005,190,555146,2934411.10,4513950428.60,8131.11
1996,DOUGLAS,7217.24,North Douglas SD 22,07/01/2001,407,549757,2937417.16,3966871635.47,7215.68
2090,LANE,11213.20,MCKENZIE SCH DIST 68,07/01/2004,263,549793,2949072.80,4198534676.94,7636.57
2061,LAKE,12401.41,North Lake SD 14,07/01/2009,238,556836,2951536.06,5162739221.05,9271.56
1996,DOUGLAS,7695.59,North Douglas SD 22,07/01/2002,384,552161,2955107.42,3889552066.13,7044.24
1897,BAKER,11027.47,PINE-EAGLE SCH DIST 061,07/01/2002,268,552161,2955362.19,3889552066.13,7044.24
2092,LANE,6972.91,LOWELL SCH DIST 71,07/01/1999,424,543138,2956512.92,3556941887.40,6548.87
2090,LANE,11115.59,MCKENZIE SCH DIST 68,07/01/2005,266,555146,2956746.19,4513950428.60,8131.11
2092,LANE,10814.53,Lowell SD 71,07/01/2006,274,558366,2963181.25,4768933786.70,8540.87
2085,LANE,14327.82,Mapleton SD 32,07/01/2006,207,558366,2965857.93,4768933786.70,8540.87
2089,LANE,8019.17,Crow-Applegate-Lorane Sch Dist 66,07/01/1999,371,543138,2975112.22,3556941887.40,6548.87
2215,UNION,9831.16,Imbler SD 11,07/01/2007,303,561354,2978841.56,5144636555.37,9164.69
2085,LANE,10680.14,Mapleton SD 32,07/01/2001,279,549757,2979760.04,3966871635.47,7215.68
2061,LAKE,11688.56,North Lake SD 14,07/01/2008,255,559271,2980581.94,5248233458.10,9384.06
1997,DOUGLAS,7047.09,Yoncalla SD 32,07/01/2001,424,549757,2987967.21,3966871635.47,7215.68
2192,POLK,9367.40,Perrydale SD 21,07/01/2009,319,556836,2988200.37,5162739221.05,9271.56
2225,WASCO,13224.45,South Wasco County SD 1,07/01/2008,226,559271,2988724.99,5248233458.10,9384.06
2214,UNION,12215.51,North Powder SD 8J,07/01/2009,245,556836,2992800.11,5162739221.05,9271.56
1897,BAKER,9603.56,PINE-EAGLE SCH DIST 061,07/01/2000,312,544245,2996309.74,3796207419.43,6975.18
2202,UMATILLA,6008.33,PILOT ROCK SCH DIST 2,07/01/1999,502,543138,3016182.47,3556941887.40,6548.87
2092,LANE,11157.20,Lowell SD 71,07/01/2009,271,556836,3023602.50,5162739221.05,9271.56
2229,WASCO,10943.16,Dufur SD 29,07/01/2005,277,555146,3031255.46,4513950428.60,8131.11
1993,DOUGLAS,12452.40,Douglas County SD 15,07/01/2006,244,558366,3038384.71,4768933786.70,8540.87
2202,UMATILLA,7013.07,PILOT ROCK SCH DIST 2,07/01/2003,436,549169,3057696.55,3970643658.44,7230.28
2113,MALHEUR,12636.24,Adrian SD 61,07/01/2007,242,561354,3057971.17,5144636555.37,9164.69
1997,DOUGLAS,7354.36,YONCALLA SCH DIST 32,07/01/1999,416,543138,3059415.40,3556941887.40,6548.87
2209,UMATILLA,5900.25,Stanfield SD 61,07/01/1999,519,543138,3062231.75,3556941887.40,6548.87
2225,WASCO,12362.86,South Wasco County SD 1,07/01/2006,248,558366,3065989.14,4768933786.70,8540.87
2215,UNION,9742.37,Imbler SD 11,07/01/2006,315,558366,3068847.07,4768933786.70,8540.87
2220,WALLOWA,8952.79,WALLOWA SCH DIST 12,07/01/2000,343,544245,3070806.82,3796207419.43,6975.18
2229,WASCO,11032.98,Dufur SD 29,07/01/2006,280,558366,3089233.77,4768933786.70,8540.87
1898,BENTON,6958.51,MONROE SCH DIST 1J,07/01/2001,444,549757,3089578.53,3966871635.47,7215.68
2061,LAKE,13288.48,North Lake SD 14,07/01/2007,233,561354,3096215.83,5144636555.37,9164.69
2089,LANE,8988.53,Crow-Applegate-Lorane Sch Dist 66,07/01/2000,345,544245,3101041.78,3796207419.43,6975.18
1999,DOUGLAS,6032.07,RIDDLE SCH DIST 70,07/01/1999,516,543138,3112546.25,3556941887.40,6548.87
2090,LANE,14462.67,McKenzie SD 68,07/01/2008,216,559271,3123937.58,5248233458.10,9384.06
1997,DOUGLAS,8362.99,Yoncalla SD 32,07/01/2003,374,549169,3127759.44,3970643658.44,7230.28
1996,DOUGLAS,8354.17,North Douglas SD 22,07/01/2004,375,549793,3132813.15,4198534676.94,7636.57
1997,DOUGLAS,7564.65,YONCALLA SCH DIST 32,07/01/2000,415,544245,3139330.32,3796207419.43,6975.18
2202,UMATILLA,7045.30,PILOT ROCK SCH DIST 2,07/01/2002,446,552161,3142202.20,3889552066.13,7044.24
1996,DOUGLAS,7195.58,NORTH DOUGLAS SCH DIST 22,07/01/2000,437,544245,3144470.54,3796207419.43,6975.18
2221,WALLOWA,8090.19,Enterprise SD 21,07/01/2006,389,558366,3147083.24,4768933786.70,8540.87
2090,LANE,10065.38,MCKENZIE SCH DIST 68,07/01/2000,313,544245,3150465.10,3796207419.43,6975.18
1997,DOUGLAS,7615.17,Yoncalla SD 32,07/01/2002,414,552161,3152678.76,3889552066.13,7044.24
2113,MALHEUR,13051.02,Adrian SD 61,07/01/2008,242,559271,3158346.47,5248233458.10,9384.06
1897,BAKER,17190.46,PINE-EAGLE SCH DIST 061,07/01/2005,184,555146,3163044.00,4513950428.60,8131.11
2213,UNION,6393.70,Union SD 5,07/01/1999,502,543138,3209638.20,3556941887.40,6548.87
1898,BENTON,7273.59,MONROE SCH DIST 1J,07/01/2002,442,552161,3214925.48,3889552066.13,7044.24
2092,LANE,11223.11,Lowell SD 71,07/01/2007,287,561354,3221033.15,5144636555.37,9164.69
2090,LANE,11513.09,MCKENZIE SCH DIST 68,07/01/2001,280,549757,3223665.38,3966871635.47,7215.68
2221,WALLOWA,7366.60,Enterprise SD 21,07/01/2002,438,552161,3226570.01,3889552066.13,7044.24
2202,UMATILLA,7531.69,PILOT ROCK SCH DIST 2,07/01/2004,429,549793,3231094.56,4198534676.94,7636.57
1996,DOUGLAS,7217.51,NORTH DOUGLAS SCH DIST 22,07/01/1999,448,543138,3233444.55,3556941887.40,6548.87
1898,BENTON,7733.46,MONROE SCH DIST 1J,07/01/2003,419,549169,3240318.97,3970643658.44,7230.28
2092,LANE,11375.39,Lowell SD 71,07/01/2008,285,559271,3241985.95,5248233458.10,9384.06
2221,WALLOWA,8751.75,Enterprise SD 21,07/01/2005,371,555146,3246899.77,4513950428.60,8131.11
1997,DOUGLAS,9197.90,Yoncalla SD 32,07/01/2004,354,549793,3256057.24,4198534676.94,7636.57
1898,BENTON,7286.13,MONROE SCH DIST 1J,07/01/2000,447,544245,3256898.65,3796207419.43,6975.18
2195,SHERMAN,11043.78,Sherman County SD,07/01/2003,295,549169,3257915.16,3970643658.44,7230.28
2225,WASCO,14441.44,South Wasco County SD 1,07/01/2009,226,556836,3263765.42,5162739221.05,9271.56
2090,LANE,14093.60,McKenzie SD 68,07/01/2007,233,561354,3283809.53,5144636555.37,9164.69
2221,WALLOWA,8463.15,Enterprise SD 21,07/01/2003,389,549169,3292164.86,3970643658.44,7230.28
1934,CLATSOP,17710.31,Jewell SD 8,07/01/2007,186,561354,3294117.37,5144636555.37,9164.69
2089,LANE,9711.37,Crow-Applegate-Lorane Sch Dist 66,07/01/2001,340,549757,3301867.09,3966871635.47,7215.68
2225,WASCO,13671.19,South Wasco County SD 1,07/01/2007,242,561354,3308427.83,5144636555.37,9164.69
1993,DOUGLAS,12785.91,Douglas County SD 15,07/01/2007,259,561354,3311549.43,5144636555.37,9164.69
1993,DOUGLAS,14667.44,Douglas County SD 15,07/01/2009,226,556836,3314842.37,5162739221.05,9271.56
2090,LANE,13245.95,McKenzie SD 68,07/01/2006,252,558366,3337978.52,4768933786.70,8540.87
2090,LANE,15462.38,McKenzie SD 68,07/01/2009,216,556836,3339874.82,5162739221.05,9271.56
2217,UNION,7111.22,ELGIN SCH DIST 23,07/01/1999,470,543138,3342273.71,3556941887.40,6548.87
1996,DOUGLAS,8385.61,North Douglas SD 22,07/01/2005,399,555146,3345857.85,4513950428.60,8131.11
2215,UNION,11278.76,Imbler SD 11,07/01/2008,298,559271,3361069.33,5248233458.10,9384.06
2195,SHERMAN,12007.53,Sherman County SD,07/01/2004,281,549793,3374116.58,4198534676.94,7636.57
2202,UMATILLA,7573.03,PILOT ROCK SCH DIST 2,07/01/2001,447,549757,3385144.62,3966871635.47,7215.68
2217,UNION,7302.25,ELGIN SCH DIST 23,07/01/2001,464,549757,3388246.22,3966871635.47,7215.68
1997,DOUGLAS,9751.13,Yoncalla SD 32,07/01/2005,348,555146,3393394.11,4513950428.60,8131.11
2202,UMATILLA,7176.68,PILOT ROCK SCH DIST 2,07/01/2000,473,544245,3394568.80,3796207419.43,6975.18
1898,BENTON,6890.08,MONROE SCH DIST 1J,07/01/1999,496,543138,3417479.84,3556941887.40,6548.87
2217,UNION,7809.43,ELGIN SCH DIST 23,07/01/2000,438,544245,3420529.31,3796207419.43,6975.18
1997,DOUGLAS,11934.94,Yoncalla SD 32,07/01/2009,288,556836,3437262.42,5162739221.05,9271.56
2089,LANE,10659.92,Crow-Applegate-Lorane SD 66,07/01/2005,325,555146,3464474.56,4513950428.60,8131.11
1997,DOUGLAS,9928.70,Yoncalla SD 32,07/01/2006,349,558366,3465115.63,4768933786.70,8540.87
1898,BENTON,7930.56,MONROE SCH DIST 1J,07/01/2004,438,549793,3473587.44,4198534676.94,7636.57
2215,UNION,10011.72,Imbler SD 11,07/01/2009,347,556836,3474067.83,5162739221.05,9271.56
2202,UMATILLA,8607.98,Pilot Rock SD 2,07/01/2006,406,558366,3494840.02,4768933786.70,8540.87
1999,DOUGLAS,7688.30,Riddle SD 70,07/01/2003,458,549169,3521242.93,3970643658.44,7230.28
2209,UMATILLA,7326.38,Stanfield SD 61,07/01/2000,481,544245,3523990.65,3796207419.43,6975.18
2050,JEFFERSON,6601.51,CULVER SCH DIST 4,07/01/1999,535,543138,3531806.65,3556941887.40,6548.87
2213,UNION,7202.42,Union SD 5,07/01/2002,492,552161,3543590.19,3889552066.13,7044.24
2229,WASCO,11593.42,Dufur SD 29,07/01/2008,307,559271,3559179.87,5248233458.10,9384.06
1993,DOUGLAS,14913.08,Douglas County SD 15,07/01/2008,239,559271,3564226.75,5248233458.10,9384.06
2221,WALLOWA,9145.77,Enterprise SD 21,07/01/2007,391,561354,3575996.73,5144636555.37,9164.69
2229,WASCO,12130.39,Dufur SD 29,07/01/2007,295,561354,3578465.32,5144636555.37,9164.69
2217,UNION,8295.38,ELGIN SCH DIST 23,07/01/2002,434,552161,3600192.83,3889552066.13,7044.24
2213,UNION,7745.28,Union SD 5,07/01/2001,466,549757,3609300.87,3966871635.47,7215.68
1999,DOUGLAS,6709.64,RIDDLE SCH DIST 70,07/01/2000,542,544245,3636626.61,3796207419.43,6975.18
1999,DOUGLAS,7353.64,Riddle SD 70,07/01/2004,496,549793,3647406.87,4198534676.94,7636.57
1934,CLATSOP,20764.61,Jewell SD 8,07/01/2008,176,559271,3654571.33,5248233458.10,9384.06
2202,UMATILLA,8856.44,PILOT ROCK SCH DIST 2,07/01/2005,415,555146,3675422.12,4513950428.60,8131.11
2229,WASCO,13184.26,Dufur SD 29,07/01/2009,279,556836,3678407.92,5162739221.05,9271.56
2213,UNION,7839.09,Union SD 5,07/01/2000,471,544245,3692209.44,3796207419.43,6975.18
2221,WALLOWA,9368.74,Enterprise SD 21,07/01/2008,395,559271,3700650.90,5248233458.10,9384.06
2094,LANE,8026.20,Marcola SD 79J,07/01/2009,462,556836,3708103.01,5162739221.05,9271.56
2217,UNION,8010.02,ELGIN SCH DIST 23,07/01/2003,463,549169,3708638.60,3970643658.44,7230.28
2000,DOUGLAS,6920.93,GLENDALE SCH DIST 77,07/01/1998,537,540605,3716537.53,1012656851.75,1873.19
1996,DOUGLAS,9327.30,North Douglas SD 22,07/01/2006,400,558366,3730919.56,4768933786.70,8540.87
2245,WASHINGTON,6451.99,GASTON SCH DIST 511J,07/01/1999,581,543138,3748608.04,3556941887.40,6548.87
2213,UNION,9296.53,Union SD 5,07/01/2009,405,556836,3765094.97,5162739221.05,9271.56
1999,DOUGLAS,7618.05,Riddle SD 70,07/01/2002,497,552161,3786170.25,3889552066.13,7044.24
1934,CLATSOP,22287.87,Jewell SD 8,07/01/2009,170,556836,3788938.60,5162739221.05,9271.56
2202,UMATILLA,10653.31,Pilot Rock SD 2,07/01/2009,358,556836,3813884.75,5162739221.05,9271.56
2245,WASHINGTON,6626.36,GASTON SCH DIST 511J,07/01/2000,580,544245,3843288.89,3796207419.43,6975.18
2213,UNION,8109.21,Union SD 5,07/01/2003,474,549169,3843763.80,3970643658.44,7230.28
2050,JEFFERSON,7005.71,Culver SD 4,07/01/2000,551,544245,3860148.75,3796207419.43,6975.18
2089,LANE,10240.01,Crow-Applegate-Lorane SD 66,07/01/2006,377,558366,3860482.58,4768933786.70,8540.87
2221,WALLOWA,9724.70,Enterprise SD 21,07/01/2009,397,556836,3860707.42,5162739221.05,9271.56
2245,WASHINGTON,7137.00,GASTON SCH DIST 511J,07/01/2003,541,549169,3861114.30,3970643658.44,7230.28
2195,SHERMAN,14308.43,Sherman County SD,07/01/2005,270,555146,3863276.46,4513950428.60,8131.11
2094,LANE,10805.55,Marcola SD 79J,07/01/2008,358,559271,3868386.87,5248233458.10,9384.06
2195,SHERMAN,11499.47,Sherman County SD,07/01/2002,337,552161,3875321.04,3889552066.13,7044.24
2202,UMATILLA,9753.94,Pilot Rock SD 2,07/01/2007,398,561354,3882068.87,5144636555.37,9164.69
1997,DOUGLAS,12165.78,Yoncalla SD 32,07/01/2008,321,559271,3905215.63,5248233458.10,9384.06
2000,DOUGLAS,7619.24,GLENDALE SCH DIST 77,07/01/2000,514,544245,3916288.98,3796207419.43,6975.18
2262,CLATSOP,6837.12,Knappa SD 4,07/01/1999,575,543138,3931342.47,3556941887.40,6548.87
1997,DOUGLAS,11605.17,Yoncalla SD 32,07/01/2007,339,561354,3934154.08,5144636555.37,9164.69
2245,WASHINGTON,6832.07,GASTON SCH DIST 511J,07/01/2002,580,552161,3962602.00,3889552066.13,7044.24
2103,LINN,6613.82,SCIO SCH DIST 95,07/01/1999,602,543138,3981518.09,3556941887.40,6548.87
2000,DOUGLAS,8663.95,GLENDALE SCH DIST 77,07/01/2003,461,549169,3994080.75,3970643658.44,7230.28
1973,CURRY,11004.26,Port Orford-Langlois SD 2CJ,07/01/2004,363,549793,3994546.62,4198534676.94,7636.57
2195,SHERMAN,14728.41,Sherman County SD,07/01/2006,272,558366,4006128.81,4768933786.70,8540.87
2213,UNION,8748.19,Union SD 5,07/01/2004,458,549793,4006669.89,4198534676.94,7636.57
2221,WALLOWA,8322.70,Enterprise SD 21,07/01/2001,482,549757,4011539.59,3966871635.47,7215.68
2213,UNION,8762.72,Union SD 5,07/01/2005,458,555146,4013325.43,4513950428.60,8131.11
2209,UMATILLA,7380.42,Stanfield SD 61,07/01/2001,544,549757,4014945.77,3966871635.47,7215.68
